node_id,target
812,2
813,0
814,2
815,2
816,0
817,0
818,1
819,2
820,0
821,1
822,1
823,1
824,1
825,2
826,1
827,2
828,1
829,1
830,2
831,2
832,1
833,1
834,0
835,0
836,1
837,1
838,2
839,1
840,1
841,1
842,2
843,0
844,0
845,2
846,2
847,2
848,1
849,2
850,2
851,2
852,1
853,1
854,2
855,1
856,1
857,2
858,1
859,2
860,2
861,2
862,2
863,1
864,1
865,2
866,2
867,0
868,2
869,0
870,0
871,2
872,1
873,2
874,2
875,1
876,2
877,1
878,1
879,2
880,2
881,2
882,0
883,1
884,1
885,1
886,2
887,2
888,1
889,1
890,1
891,0
892,1
893,2
894,0
895,2
896,0
897,2
898,1
899,1
900,0
901,1
902,2
903,1
904,1
905,0
906,2
907,0
908,1
909,2
910,1
911,2
912,1
913,0
914,1
915,2
916,2
917,2
918,2
919,1
920,1
921,1
922,1
923,1
924,2
925,1
926,2
927,0
928,1
929,2
930,2
931,2
932,2
933,2
934,1
935,1
936,0
937,0
938,0
939,2
940,0
941,1
942,1
943,0
944,2
945,1
946,1
947,1
948,2
949,2
950,2
951,2
952,1
953,2
954,1
955,1
956,2
957,0
958,1
959,2
960,1
961,1
962,1
963,2
964,1
965,1
966,0
967,1
968,1
969,2
970,2
971,1
972,0
973,2
974,1
975,1
976,1
977,0
978,2
979,2
980,1
981,1
982,2
983,1
984,0
985,2
986,2
987,0
988,1
989,1
990,2
991,1
992,1
993,1
994,1
995,1
996,0
997,1
998,2
999,1
1000,1
1001,1
1002,1
1003,0
1004,0
1005,1
1006,1
1007,2
1008,1
1009,0
1010,2
1011,0
1012,2
1013,2
1014,2
1015,2
1016,1
1017,2
1018,1
1019,1
1020,2
1021,1
1022,0
1023,2
1024,2
1025,2
1026,2
1027,2
1028,2
1029,2
1030,2
1031,0
1032,1
1033,1
1034,0
1035,1
1036,0
1037,2
1038,1
1039,2
1040,2
1041,0
1042,0
1043,2
1044,1
1045,2
1046,2
1047,2
1048,2
1049,2
1050,2
1051,1
1052,1
1053,1
1054,1
1055,1
1056,1
1057,1
1058,2
1059,1
1060,1
1061,2
1062,1
1063,1
1064,1
1065,1
1066,2
1067,1
1068,1
1069,0
1070,1
1071,1
1072,1
1073,2
1074,2
1075,0
1076,2
1077,1
1078,2
1079,0
1080,1
1081,2
1082,2
1083,1
1084,0
1085,0
1086,0
1087,2
1088,1
1089,1
1090,1
1091,1
1092,0
1093,0
1094,0
1095,2
1096,1
1097,1
1098,2
1099,1
1100,1
1101,0
1102,1
1103,0
1104,1
1105,0
1106,1
1107,2
1108,0
1109,0
1110,1
1111,2
1112,2
1113,2
1114,1
1115,0
1116,2
1117,1
1118,1
1119,2
1120,1
1121,1
1122,0
1123,2
1124,2
1125,1
1126,2
1127,0
1128,2
1129,0
1130,1
1131,1
1132,1
1133,1
1134,0
1135,2
1136,0
1137,0
1138,2
1139,1
1140,0
1141,2
1142,2
1143,0
1144,2
1145,1
1146,2
1147,1
1148,0
1149,1
1150,0
1151,1
1152,1
1153,1
1154,2
1155,1
1156,1
1157,1
1158,1
1159,1
1160,2
1161,1
1162,1
1163,0
1164,1
1165,2
1166,2
1167,2
1168,1
1169,2
1170,2
1171,1
1172,2
1173,1
1174,0
1175,1
1176,1
1177,1
1178,0
1179,1
1180,2
1181,1
1182,1
1183,0
1184,2
1185,1
1186,2
1187,1
1188,0
1189,2
1190,1
1191,0
1192,2
1193,1
1194,2
1195,1
1196,2
1197,2
1198,1
1199,2
1200,2
1201,0
1202,1
1203,0
1204,1
1205,2
1206,1
1207,1
1208,1
1209,2
1210,2
1211,2
1212,1
1213,2
1214,2
1215,1
1216,0
1217,1
1218,1
1219,1
1220,1
1221,2
1222,1
1223,0
1224,1
1225,2
1226,1
1227,2
1228,1
1229,0
1230,2
1231,2
1232,2
1233,2
1234,1
1235,2
1236,0
1237,2
1238,2
1239,1
1240,1
1241,1
1242,1
1243,1
1244,2
1245,1
1246,1
1247,1
1248,0
1249,2
1250,2
1251,2
1252,2
1253,2
1254,1
1255,2
1256,1
1257,1
1258,0
1259,0
1260,1
1261,2
1262,0
1263,2
1264,1
1265,1
1266,0
1267,2
1268,0
1269,1
1270,1
1271,2
1272,1
1273,1
1274,1
1275,1
1276,1
1277,2
1278,2
1279,1
1280,2
1281,0
1282,2
1283,1
1284,2
1285,1
1286,1
1287,2
1288,1
1289,2
1290,1
1291,2
1292,2
1293,1
1294,1
1295,1
1296,2
1297,2
1298,2
1299,1
1300,1
1301,1
1302,1
1303,2
1304,1
1305,2
1306,0
1307,2
1308,1
1309,0
1310,0
1311,0
1312,2
1313,1
1314,2
1315,0
1316,1
1317,0
1318,0
1319,2
1320,1
1321,0
1322,1
1323,0
1324,1
1325,2
1326,1
1327,0
1328,1
1329,1
1330,1
1331,0
1332,1
1333,0
1334,1
1335,0
1336,1
1337,1
1338,1
1339,1
1340,0
1341,2
1342,1
1343,1
1344,0
1345,2
1346,1
1347,0
1348,1
1349,2
1350,1
1351,2
1352,0
1353,2
1354,2
1355,2
1356,2
1357,2
1358,0
1359,0
1360,1
1361,1
1362,2
1363,1
1364,0
1365,2
1366,2
1367,2
1368,2
1369,1
1370,1
1371,1
1372,2
1373,1
1374,1
1375,1
1376,2
1377,1
1378,1
1379,1
1380,2
1381,2
1382,2
1383,2
1384,2
1385,1
1386,1
1387,1
1388,1
1389,1
1390,1
1391,1
1392,1
1393,0
1394,2
1395,1
1396,1
1397,1
1398,1
1399,2
1400,2
1401,0
1402,1
1403,0
1404,2
1405,1
1406,2
1407,1
1408,2
1409,2
1410,1
1411,1
1412,0
1413,1
1414,1
1415,2
1416,1
1417,2
1418,1
1419,0
1420,0
1421,1
1422,1
1423,1
1424,2
1425,1
1426,2
1427,2
1428,1
1429,1
1430,2
1431,0
1432,1
1433,1
1434,1
1435,0
1436,2
1437,0
1438,2
1439,2
1440,1
1441,1
1442,2
1443,2
1444,2
1445,2
1446,2
1447,2
1448,0
1449,0
1450,2
1451,1
1452,2
1453,1
1454,2
1455,0
1456,1
1457,0
1458,2
1459,0
1460,1
1461,1
1462,2
1463,2
1464,2
1465,2
1466,2
1467,1
1468,2
1469,1
1470,2
1471,2
1472,1
1473,2
1474,2
1475,0
1476,2
1477,0
1478,1
1479,2
1480,1
1481,1
1482,0
1483,2
1484,2
1485,1
1486,1
1487,1
1488,2
1489,2
1490,0
1491,2
1492,2
1493,1
1494,1
1495,1
1496,1
1497,2
1498,2
1499,0
1500,2
1501,1
1502,1
1503,1
1504,2
1505,0
1506,2
1507,1
1508,0
1509,0
1510,2
1511,0
1512,1
1513,0
1514,0
1515,1
1516,0
1517,1
1518,1
1519,2
1520,0
1521,2
1522,0
1523,1
1524,0
1525,2
1526,0
1527,2
1528,1
1529,2
1530,0
1531,2
1532,1
1533,1
1534,0
1535,1
1536,2
1537,0
1538,2
1539,0
1540,0
1541,1
1542,1
1543,2
1544,1
1545,2
1546,1
1547,1
1548,0
1549,1
1550,0
1551,1
1552,2
1553,2
1554,0
1555,1
1556,2
1557,2
1558,1
1559,2
1560,1
1561,2
1562,1
1563,0
1564,0
1565,0
1566,2
1567,1
1568,1
1569,2
1570,2
1571,2
1572,1
1573,1
1574,1
1575,0
1576,0
1577,2
1578,1
1579,0
1580,2
1581,2
1582,1
1583,1
1584,2
1585,0
1586,0
1587,1
1588,1
1589,0
1590,1
1591,2
1592,1
1593,1
1594,1
1595,2
1596,1
1597,2
1598,1
1599,1
1600,1
1601,0
1602,2
1603,1
1604,2
1605,2
1606,1
1607,2
1608,2
1609,2
1610,2
1611,1
1612,2
1613,1
1614,2
1615,1
1616,1
1617,2
1618,2
1619,2
1620,0
1621,1
1622,1
1623,1
1624,2
1625,1
1626,1
1627,1
1628,1
1629,2
1630,1
1631,2
1632,0
1633,1
1634,2
1635,1
1636,1
1637,0
1638,1
1639,1
1640,1
1641,1
1642,1
1643,0
1644,1
1645,1
1646,2
1647,2
1648,1
1649,1
1650,1
1651,2
1652,1
1653,1
1654,2
1655,0
1656,1
1657,1
1658,0
1659,0
1660,0
1661,1
1662,1
1663,2
1664,1
1665,2
1666,1
1667,2
1668,2
1669,0
1670,2
1671,2
1672,1
1673,0
1674,2
1675,2
1676,1
1677,1
1678,2
1679,2
1680,2
1681,2
1682,2
1683,1
1684,0
1685,1
1686,1
1687,0
1688,1
1689,1
1690,0
1691,2
1692,2
1693,1
1694,1
1695,2
1696,1
1697,2
1698,0
1699,2
1700,0
1701,1
1702,2
1703,0
1704,2
1705,1
1706,2
1707,2
1708,1
1709,1
1710,0
1711,0
1712,0
1713,0
1714,1
1715,1
1716,2
1717,1
1718,1
1719,0
1720,1
1721,1
1722,1
1723,2
1724,1
1725,0
1726,1
1727,2
1728,1
1729,2
1730,0
1731,0
1732,1
1733,1
1734,2
1735,1
1736,2
1737,2
1738,1
1739,0
1740,2
1741,0
1742,2
1743,2
1744,1
1745,0
1746,2
1747,1
1748,1
1749,1
1750,2
1751,0
1752,0
1753,1
1754,1
1755,0
1756,1
1757,1
1758,0
1759,1
1760,2
1761,2
1762,1
1763,0
1764,2
1765,1
1766,1
1767,1
1768,2
1769,2
1770,2
1771,1
1772,1
1773,1
1774,0
1775,2
1776,2
1777,2
1778,2
1779,2
1780,2
1781,1
1782,1
1783,0
1784,1
1785,2
1786,2
1787,0
1788,0
1789,1
1790,0
1791,0
1792,0
1793,2
1794,1
1795,1
1796,1
1797,1
1798,2
1799,0
1800,1
1801,1
1802,0
1803,2
1804,1
1805,0
1806,1
1807,2
1808,1
1809,1
1810,1
1811,0
1812,1
1813,0
1814,1
1815,1
1816,2
1817,0
1818,2
1819,1
1820,1
1821,0
1822,1
1823,2
1824,1
1825,1
1826,1
1827,0
1828,2
1829,1
1830,0
1831,1
1832,2
1833,0
1834,1
1835,1
1836,1
1837,2
1838,0
1839,1
1840,1
1841,1
1842,2
1843,1
1844,2
1845,1
1846,2
1847,0
1848,0
1849,1
1850,2
1851,0
1852,1
1853,0
1854,1
1855,0
1856,1
1857,1
1858,2
1859,1
1860,2
1861,2
1862,2
1863,2
1864,1
1865,2
1866,2
1867,2
1868,2
1869,2
1870,1
1871,2
1872,0
1873,0
1874,1
1875,1
1876,2
1877,0
1878,0
1879,0
1880,0
1881,2
1882,2
1883,0
1884,2
1885,1
1886,0
1887,2
1888,2
1889,1
1890,2
1891,2
1892,1
1893,0
1894,2
1895,2
1896,1
1897,0
1898,0
1899,0
1900,1
1901,0
1902,2
1903,1
1904,1
1905,2
1906,1
1907,2
1908,1
1909,1
1910,2
1911,1
1912,1
1913,0
1914,1
1915,0
1916,2
1917,2
1918,1
1919,1
1920,2
1921,2
1922,0
1923,2
1924,2
1925,2
1926,1
1927,1
1928,2
1929,1
1930,2
1931,0
1932,2
1933,2
1934,1
1935,0
1936,1
1937,2
1938,2
1939,0
1940,2
1941,2
1942,2
1943,2
1944,2
1945,1
1946,0
1947,1
1948,2
1949,2
1950,0
1951,2
1952,2
1953,2
1954,1
1955,1
1956,0
1957,2
1958,0
1959,0
1960,0
1961,1
1962,2
1963,1
1964,1
1965,2
1966,1
1967,1
1968,2
1969,1
1970,1
1971,2
1972,1
1973,1
1974,1
1975,1
1976,1
1977,2
1978,1
1979,2
1980,2
1981,1
1982,1
1983,2
1984,0
1985,2
1986,2
1987,1
1988,2
1989,0
1990,1
1991,2
1992,2
1993,1
1994,2
1995,1
1996,2
1997,2
1998,1
1999,1
2000,0
2001,2
2002,2
2003,2
2004,2
2005,2
2006,1
2007,1
2008,2
2009,1
2010,2
2011,1
2012,0
2013,0
2014,0
2015,2
2016,0
2017,2
2018,1
2019,1
2020,1
2021,2
2022,2
2023,2
2024,1
2025,1
2026,2
2027,2
2028,2
2029,0
2030,2
2031,1
2032,0
2033,1
2034,2
2035,2
2036,2
2037,1
2038,1
2039,1
2040,2
2041,1
2042,0
2043,1
2044,1
2045,1
2046,1
2047,0
2048,1
2049,1
2050,2
2051,2
2052,2
2053,1
2054,2
2055,1
2056,2
2057,1
2058,1
2059,0
2060,2
2061,1
2062,2
2063,2
2064,1
2065,2
2066,2
2067,0
2068,1
2069,2
2070,2
2071,0
2072,1
2073,1
2074,1
2075,2
2076,0
2077,0
2078,1
2079,2
2080,1
2081,2
2082,1
2083,0
2084,2
2085,1
2086,2
2087,0
2088,2
2089,1
2090,1
2091,2
2092,0
2093,1
2094,1
2095,2
2096,0
2097,1
2098,2
2099,0
2100,0
2101,1
2102,2
2103,1
2104,1
2105,0
2106,1
2107,1
2108,1
2109,0
2110,1
2111,2
2112,0
2113,2
2114,2
2115,2
2116,2
2117,2
2118,1
2119,2
2120,2
2121,2
2122,2
2123,1
2124,2
2125,2
2126,0
2127,2
2128,2
2129,2
2130,2
2131,1
2132,2
2133,0
2134,2
2135,1
2136,1
2137,1
2138,0
2139,1
2140,1
2141,1
2142,1
2143,2
2144,1
2145,1
2146,0
2147,0
2148,2
2149,0
2150,0
2151,0
2152,2
2153,1
2154,2
2155,0
2156,1
2157,0
2158,1
2159,2
2160,1
2161,1
2162,1
2163,0
2164,2
2165,2
2166,1
2167,0
2168,1
2169,1
2170,2
2171,2
2172,1
2173,2
2174,0
2175,2
2176,1
2177,0
2178,2
2179,1
2180,2
2181,2
2182,0
2183,0
2184,0
2185,1
2186,1
2187,1
2188,2
2189,1
2190,2
2191,0
2192,1
2193,1
2194,2
2195,2
2196,2
2197,0
2198,0
2199,2
2200,2
2201,1
2202,0
2203,1
2204,0
2205,0
2206,1
2207,1
2208,1
2209,0
2210,1
2211,1
2212,1
2213,1
2214,2
2215,2
2216,2
2217,2
2218,2
2219,1
2220,1
2221,2
2222,1
2223,1
2224,0
2225,1
2226,1
2227,2
2228,2
2229,1
2230,0
2231,1
2232,2
2233,0
2234,2
2235,1
2236,0
2237,2
2238,0
2239,0
2240,1
2241,1
2242,1
2243,0
2244,1
2245,2
2246,1
2247,2
2248,0
2249,2
2250,2
2251,1
2252,2
2253,2
2254,2
2255,1
2256,2
2257,1
2258,2
2259,2
2260,2
2261,2
2262,2
2263,1
2264,0
2265,1
2266,2
2267,0
2268,2
2269,1
2270,0
2271,2
2272,0
2273,1
2274,1
2275,0
2276,2
2277,2
2278,2
2279,1
2280,0
2281,0
2282,1
2283,2
2284,1
2285,0
2286,2
2287,2
2288,0
2289,2
2290,1
2291,1
2292,1
2293,1
2294,2
2295,0
2296,1
2297,0
2298,1
2299,1
2300,0
2301,2
2302,0
2303,2
2304,1
2305,0
2306,2
2307,0
2308,2
2309,1
2310,1
2311,2
2312,2
2313,2
2314,2
2315,2
2316,1
2317,2
2318,0
2319,2
2320,2
2321,2
2322,2
2323,1
2324,2
2325,2
2326,1
2327,1
2328,1
2329,2
2330,1
2331,1
2332,2
2333,0
2334,1
2335,2
2336,2
2337,2
2338,0
2339,2
2340,2
2341,2
2342,2
2343,1
2344,1
2345,2
2346,2
2347,2
2348,1
2349,1
2350,2
2351,1
2352,1
2353,1
2354,2
2355,2
2356,1
2357,1
2358,1
2359,0
2360,1
2361,2
2362,1
2363,2
2364,2
2365,0
2366,2
2367,0
2368,0
2369,1
2370,2
2371,1
2372,1
2373,1
2374,1
2375,1
2376,1
2377,2
2378,2
2379,1
2380,1
2381,2
2382,2
2383,0
2384,1
2385,2
2386,2
2387,1
2388,2
2389,2
2390,0
2391,0
2392,0
2393,2
2394,2
2395,1
2396,2
2397,0
2398,2
2399,1
2400,2
2401,0
2402,2
2403,2
2404,0
2405,0
2406,2
2407,2
2408,2
2409,1
2410,2
2411,2
2412,1
2413,0
2414,1
2415,1
2416,1
2417,1
2418,0
2419,2
2420,0
2421,1
2422,1
2423,1
2424,1
2425,0
2426,0
2427,2
2428,2
2429,0
2430,1
2431,2
2432,0
2433,2
2434,2
2435,1
2436,0
2437,2
2438,1
2439,2
2440,2
2441,2
2442,2
2443,1
2444,1
2445,1
2446,1
2447,2
2448,1
2449,1
2450,1
2451,2
2452,1
2453,1
2454,0
2455,0
2456,0
2457,2
2458,2
2459,1
2460,1
2461,1
2462,1
2463,1
2464,1
2465,2
2466,2
2467,0
2468,1
2469,1
2470,2
2471,2
2472,2
2473,0
2474,0
2475,2
2476,1
2477,2
2478,1
2479,2
2480,1
2481,2
2482,0
2483,2
2484,2
2485,0
2486,0
2487,0
2488,1
2489,1
2490,0
2491,2
2492,0
2493,2
2494,2
2495,2
2496,1
2497,1
2498,2
2499,2
2500,1
2501,2
2502,2
2503,2
2504,1
2505,2
2506,2
2507,0
2508,2
2509,2
2510,2
2511,0
2512,2
2513,0
2514,2
2515,0
2516,0
2517,2
2518,1
2519,2
2520,1
2521,2
2522,2
2523,2
2524,0
2525,1
2526,2
2527,0
2528,1
2529,0
2530,2
2531,0
2532,1
2533,0
2534,1
2535,1
2536,1
2537,0
2538,2
2539,2
2540,0
2541,1
2542,2
2543,0
2544,2
2545,2
2546,1
2547,2
2548,1
2549,1
2550,1
2551,0
2552,1
2553,0
2554,2
2555,2
2556,2
2557,0
2558,0
2559,1
2560,0
2561,2
2562,1
2563,1
2564,0
2565,0
2566,1
2567,0
2568,0
2569,2
2570,0
2571,2
2572,0
2573,2
2574,2
2575,1
2576,2
2577,0
2578,1
2579,1
2580,1
2581,2
2582,2
2583,0
2584,2
2585,1
2586,2
2587,2
2588,2
2589,1
2590,2
2591,1
2592,1
2593,2
2594,2
2595,0
2596,1
2597,0
2598,2
2599,1
2600,0
2601,1
2602,2
2603,2
2604,1
2605,2
2606,1
2607,1
2608,0
2609,2
2610,1
2611,1
2612,1
2613,2
2614,1
2615,0
2616,1
2617,2
2618,1
2619,1
2620,2
2621,2
2622,1
2623,1
2624,2
2625,1
2626,0
2627,2
2628,1
2629,2
2630,2
2631,1
2632,0
2633,1
2634,0
2635,2
2636,2
2637,1
2638,2
2639,2
2640,1
2641,1
2642,1
2643,2
2644,1
2645,2
2646,2
2647,1
2648,1
2649,1
2650,1
2651,0
2652,1
2653,0
2654,2
2655,1
2656,0
2657,2
2658,2
2659,0
2660,2
2661,1
2662,2
2663,2
2664,2
2665,1
2666,0
2667,1
2668,1
2669,1
2670,2
2671,1
2672,2
2673,1
2674,2
2675,2
2676,1
2677,2
2678,1
2679,0
2680,2
2681,1
2682,2
2683,0
2684,1
2685,1
2686,1
2687,2
2688,1
2689,2
2690,1
2691,1
2692,1
2693,2
2694,1
2695,2
2696,2
2697,2
2698,2
2699,1
2700,0
2701,2
2702,2
2703,2
2704,1
2705,1
2706,2
2707,2
2708,2
2709,2
2710,2
2711,2
2712,2
2713,0
2714,0
2715,2
2716,2
2717,0
2718,2
2719,2
2720,1
2721,1
2722,0
2723,1
2724,1
2725,0
2726,1
2727,2
2728,0
2729,1
2730,1
2731,0
2732,0
2733,1
2734,1
2735,1
2736,1
2737,2
2738,1
2739,2
2740,1
2741,2
2742,2
2743,1
2744,2
2745,2
2746,2
2747,2
2748,2
2749,1
2750,0
2751,2
2752,1
2753,2
2754,1
2755,2
2756,0
2757,2
2758,1
2759,2
2760,2
2761,2
2762,0
2763,0
2764,0
2765,2
2766,0
2767,2
2768,1
2769,2
2770,2
2771,2
2772,1
2773,0
2774,1
2775,0
2776,0
2777,2
2778,0
2779,0
2780,2
2781,1
2782,2
2783,0
2784,2
2785,2
2786,1
2787,2
2788,1
2789,2
2790,1
2791,1
2792,1
2793,2
2794,0
2795,0
2796,2
2797,2
2798,2
2799,2
2800,1
2801,2
2802,1
2803,2
2804,2
2805,2
2806,0
2807,1
2808,2
2809,2
2810,1
2811,2
2812,0
2813,0
2814,0
2815,1
2816,1
2817,2
2818,2
2819,0
2820,0
2821,2
2822,0
2823,1
2824,0
2825,2
2826,2
2827,0
2828,1
2829,1
2830,2
2831,1
2832,0
2833,1
2834,2
2835,2
2836,2
2837,1
2838,1
2839,1
2840,1
2841,0
2842,1
2843,2
2844,1
2845,1
2846,0
2847,1
2848,2
2849,1
2850,0
2851,1
2852,2
2853,2
2854,1
2855,2
2856,1
2857,0
2858,1
2859,2
2860,2
2861,2
2862,0
2863,2
2864,0
2865,1
2866,1
2867,2
2868,1
2869,0
2870,2
2871,1
2872,1
2873,0
2874,1
2875,0
2876,0
2877,1
2878,2
2879,2
2880,1
2881,2
2882,1
2883,1
2884,2
2885,0
2886,2
2887,1
2888,0
2889,1
2890,2
2891,0
2892,1
2893,1
2894,0
2895,1
2896,0
2897,2
2898,1
2899,1
2900,1
2901,1
2902,2
2903,2
2904,1
2905,0
2906,1
2907,1
2908,0
2909,0
2910,2
2911,1
2912,1
2913,2
2914,1
2915,2
2916,2
2917,0
2918,2
2919,2
2920,0
2921,2
2922,2
2923,0
2924,2
2925,0
2926,2
2927,2
2928,2
2929,1
2930,1
2931,2
2932,1
2933,0
2934,1
2935,2
2936,0
2937,0
2938,0
2939,1
2940,1
2941,2
2942,2
2943,1
2944,0
2945,1
2946,1
2947,1
2948,1
2949,0
2950,1
2951,2
2952,2
2953,2
2954,2
2955,1
2956,1
2957,2
2958,1
2959,1
2960,1
2961,0
2962,2
2963,2
2964,2
2965,2
2966,1
2967,2
2968,0
2969,2
2970,2
2971,2
2972,1
2973,1
2974,1
2975,1
2976,2
2977,1
2978,0
2979,2
2980,2
2981,2
2982,2
2983,2
2984,1
2985,0
2986,0
2987,1
2988,2
2989,2
2990,0
2991,1
2992,2
2993,1
2994,1
2995,2
2996,0
